id,author,description,guid,to,likecount,link,pubdate,replycount,title,authorChannelUrl,
685,"Roger Osborn","Look up Timothy Fund","UgxQrPz44-USdR9ehMl4AaABAg.9TdvoaU-L659TtDCvnHcGa","eugeneforge",1,"https://www.youtube.com/watch?v=O-tJNuHqHW8&t=38s&ab_channel=PragerU&lc=UgxQrPz44-USdR9ehMl4AaABAg.9TdvoaU-L659TtDCvnHcGa","2021-10-24 12:01:13",0,"Look up Timothy Fund","http://www.youtube.com/channel/UCVuuOeZJrv48-gQUK-3x9hw",
686,"Ricardo Alexandre de Moura Campos","True. But what happens when (not \'if\') this crappy ESG becomes mandatory by law? The democRATS are in power, right?","UgxQrPz44-USdR9ehMl4AaABAg.9TdvoaU-L659TsbOgzky9l","eugeneforge",4,"https://www.youtube.com/watch?v=O-tJNuHqHW8&t=38s&ab_channel=PragerU&lc=UgxQrPz44-USdR9ehMl4AaABAg.9TdvoaU-L659TsbOgzky9l","2021-10-24 06:22:02",0,"True. But what happens when (not \'if\') this crappy ESG becomes mandatory by law? The democRATS are in power, right?","http://www.youtube.com/channel/UCYQVogeDrZH89_swV1gDYGw",
687,"Andrew Swango","U got that right","UgxQrPz44-USdR9ehMl4AaABAg.9TdvoaU-L659TlMpfFgERo","eugeneforge",6,"https://www.youtube.com/watch?v=O-tJNuHqHW8&t=38s&ab_channel=PragerU&lc=UgxQrPz44-USdR9ehMl4AaABAg.9TdvoaU-L659TlMpfFgERo","2021-10-21 10:51:21",0,"U got that right","http://www.youtube.com/channel/UCKMJbIDedjSrsCQ17hGMazw",
688,"damanifesto","OMG that\'s brilliant. Start an exchange traded fund family of companies with low ESG scores.","UgxQrPz44-USdR9ehMl4AaABAg.9TdvoaU-L659Tgf-o4B3D7","eugeneforge",19,"https://www.youtube.com/watch?v=O-tJNuHqHW8&t=38s&ab_channel=PragerU&lc=UgxQrPz44-USdR9ehMl4AaABAg.9TdvoaU-L659Tgf-o4B3D7","2021-10-19 15:02:42",0,"OMG that\'s brilliant. Start an exchange traded fund family of companies with low ESG scores.","http://www.youtube.com/channel/UCnqRLJZgEaYdQVs2ApDIDQQ",
689,"Asa Rayburn","Go woke go broke. And let\'s go Brandon.","Ugw5BKX-pi5xQrGfJxx4AaABAg","",0,"https://www.youtube.com/watch?v=O-tJNuHqHW8&t=38s&ab_channel=PragerU&lc=Ugw5BKX-pi5xQrGfJxx4AaABAg","2021-10-18 13:31:34",1,"Go woke go broke. And let\'s go Brandon.","http://www.youtube.com/channel/UCJNCyWdSE8cqGsNPW2RTwYg",
690,"ᴛᴀᴘ ᴍᴇ ᴀɴᴅ sᴇᴇ Emily","Let\'s go Brandon!","Ugw5BKX-pi5xQrGfJxx4AaABAg.9TdvmS6NC369UIACbF3V8k","Asa Rayburn",0,"https://www.youtube.com/watch?v=O-tJNuHqHW8&t=38s&ab_channel=PragerU&lc=Ugw5BKX-pi5xQrGfJxx4AaABAg.9TdvmS6NC369UIACbF3V8k","2021-11-03 13:55:12",0,"Let\'s go Brandon!","http://www.youtube.com/channel/UCu4Xfd5uhBiqM-SrhQvAoWw",
691,"ivan stoianov","Let\'s go Brandon 🚶","UgwdpnHHJyUzp9yumM54AaABAg","",0,"https://www.youtube.com/watch?v=O-tJNuHqHW8&t=38s&ab_channel=PragerU&lc=UgwdpnHHJyUzp9yumM54AaABAg","2021-10-18 13:29:38",0,"Let\'s go Brandon 🚶","http://www.youtube.com/channel/UC3CcMRT9KTbC6RVW6afoH0Q",
692,"D Pete","Excellent!… absolutely correct on all points…","UgwgDH_WO6Qarg8QWXF4AaABAg","",0,"https://www.youtube.com/watch?v=O-tJNuHqHW8&t=38s&ab_channel=PragerU&lc=UgwgDH_WO6Qarg8QWXF4AaABAg","2021-10-18 13:17:58",0,"Excellent!… absolutely correct on all points…","http://www.youtube.com/channel/UCZP6xOgnLDnFa64mF5vMeoQ",
693,"matt mc","Sounds good in the theory. But it\'s doesn\'t have much practical reality behind it","UgyCGK26MhFZiQ7T_cB4AaABAg","",0,"https://www.youtube.com/watch?v=O-tJNuHqHW8&t=38s&ab_channel=PragerU&lc=UgyCGK26MhFZiQ7T_cB4AaABAg","2021-10-18 13:11:34",0,"Sounds good in the theory. But it\'s doesn\'t have much practical reality behind it","http://www.youtube.com/channel/UC6KwEcq5gZ1vcdsWvMFzyaA",
694,"Naru Kami","I\'m mad that he mentioned netflix as a great invention.","Ugyb0SS6lhvNv5FymG14AaABAg","",0,"https://www.youtube.com/watch?v=O-tJNuHqHW8&t=38s&ab_channel=PragerU&lc=Ugyb0SS6lhvNv5FymG14AaABAg","2021-10-18 13:03:05",2,"I\'m mad that he mentioned netflix as a great invention.","http://www.youtube.com/channel/UCid2HAzjKyJ3hEzTuTVUFRw",
695,"Naru Kami","@Mason Pyle It\'s a successful business, not an invention. Where\'s the innovation in it lol?","Ugyb0SS6lhvNv5FymG14AaABAg.9TdsWqoEMt39TgLsimJWOH","Naru Kami",0,"https://www.youtube.com/watch?v=O-tJNuHqHW8&t=38s&ab_channel=PragerU&lc=Ugyb0SS6lhvNv5FymG14AaABAg.9TdsWqoEMt39TgLsimJWOH","2021-10-19 12:06:50",0,"@Mason Pyle It\'s a successful business, not an invention. Where\'s the innovation in it lol?","http://www.youtube.com/channel/UCid2HAzjKyJ3hEzTuTVUFRw",
696,"Mason Pyle","It’s a streaming service with multiple TV shows and movies. It’s a billion dollar business.","Ugyb0SS6lhvNv5FymG14AaABAg.9TdsWqoEMt39TdtZ1WmAQd","Naru Kami",1,"https://www.youtube.com/watch?v=O-tJNuHqHW8&t=38s&ab_channel=PragerU&lc=Ugyb0SS6lhvNv5FymG14AaABAg.9TdsWqoEMt39TdtZ1WmAQd","2021-10-18 13:12:07",0,"It’s a streaming service with multiple TV shows and movies. It’s a billion dollar business.","http://www.youtube.com/channel/UCZol3tlb4JqtbXFbFXMCn4A",
697,"Ri Nima","No one would ever make a more convincing Bond villain than Klaus Schwab. Seriously someone need to give him a white cat to stroke on.","Ugx5KA416B_2GRnYeZl4AaABAg","",2,"https://www.youtube.com/watch?v=O-tJNuHqHW8&t=38s&ab_channel=PragerU&lc=Ugx5KA416B_2GRnYeZl4AaABAg","2021-10-18 12:57:25",0,"No one would ever make a more convincing Bond villain than Klaus Schwab. Seriously someone need to give him a white cat to stroke on.","http://www.youtube.com/channel/UCd5SA1KvuIzhHrRzPxXhgqA",
698,"corey may","The only metric for success is how much money you make. Your value is equal to your income","UgwD2xCgSpvUzzrn56B4AaABAg","",0,"https://www.youtube.com/watch?v=O-tJNuHqHW8&t=38s&ab_channel=PragerU&lc=UgwD2xCgSpvUzzrn56B4AaABAg","2021-10-18 12:53:54",2,"The only metric for success is how much money you make. Your value is equal to your income","http://www.youtube.com/channel/UCt7EOc4PRO99WN6hFcauGbg",
699,"boxofrox","Your [success] is equal to your [profit]. FTFY Value depends on the beholder. Someone looking to invest for a retirement fund will value a very profitable company over a barely profitable company as the former will have better dividends and better probability to remain open long-term. Someone looking to invest in the next great idea will value a start-up which offers a better return when the business\'s profits explode.","UgwD2xCgSpvUzzrn56B4AaABAg.9TdrTX4iwMF9TkIvYTl3R2","corey may",0,"https://www.youtube.com/watch?v=O-tJNuHqHW8&t=38s&ab_channel=PragerU&lc=UgwD2xCgSpvUzzrn56B4AaABAg.9TdrTX4iwMF9TkIvYTl3R2","2021-10-21 00:57:58",0,"Your [success] is equal to your [profit]. FTFY Value depends on the beholder. Someone looking to invest for a retirement fund will value a very profitable company over a barely profitable company as the former will have better dividends and better probability to remain open long-term. Someone looking to invest in the next great idea will value a start-up which offers a better return when the business\'s profits explode.","http://www.youtube.com/channel/UClVSGeHjaRfQyYEKiF0pgSw",
700,"Hughes Crawford","And if you dont have money youre worthless! Isnt Capitalism grand?","UgwD2xCgSpvUzzrn56B4AaABAg.9TdrTX4iwMF9Te71yvqQtK","corey may",0,"https://www.youtube.com/watch?v=O-tJNuHqHW8&t=38s&ab_channel=PragerU&lc=UgwD2xCgSpvUzzrn56B4AaABAg.9TdrTX4iwMF9Te71yvqQtK","2021-10-18 15:18:41",0,"And if you dont have money youre worthless! Isnt Capitalism grand?","http://www.youtube.com/channel/UCnRrG_19ih97MhSuttLRmdA",
701,"Michael","I agree and I disagree. There are a bunch of industries that have refocused all attention to profit-making and as a result are extremely rich but do not add anything to GDP or improve the country in any way. They only enrich a very small group of individuals who use their wealth against us. There are hedge fund managers and wolfs in wall street. George Soros has vowed his life\'s work to be the destruction of America, western capitalism, and to de-thrown Almighty God. I desire the destruction of George but God desires for George to turn from his evil ways and believe unto eternal life. Dear God, please forgive my evil desire for your creature George Soros and help me to repent. Amen.","UgwsQNSQ0lRsjDFWP7J4AaABAg","",0,"https://www.youtube.com/watch?v=O-tJNuHqHW8&t=38s&ab_channel=PragerU&lc=UgwsQNSQ0lRsjDFWP7J4AaABAg","2021-10-18 12:52:47",0,"I agree and I disagree. There are a bunch of industries that have refocused all attention to profit-making and as a result are extremely rich but do not add anything to GDP or improve the country in any way. They only enrich a very small group of individuals who use their wealth against us. There are hedge fund managers and wolfs in wall street. George Soros has vowed his life\'s work to be the destruction of America, western capitalism, and to de-thrown Almighty God. I desire the destruction of George but God desires for George to turn from his evil ways and believe unto eternal life. Dear God, please forgive my evil desire for your creature George Soros and help me to repent. Amen.","http://www.youtube.com/channel/UCvy4UgZpiYAthIA1GJ_8NLw",
702,"Bryan Neff","Capitalism appeals to those who have the desire, talents, and will to offer others something of value. Socialism appeals to those who know they have nothing of value to offer others, and the ideologues who can get rich exploiting the second group.","Ugz589EiouYm-ejiJm94AaABAg","",12,"https://www.youtube.com/watch?v=O-tJNuHqHW8&t=38s&ab_channel=PragerU&lc=Ugz589EiouYm-ejiJm94AaABAg","2021-10-18 12:39:51",3,"Capitalism appeals to those who have the desire, talents, and will to offer others something of value. Socialism appeals to those who know they have nothing of value to offer others, and the ideologues who can get rich exploiting the second group.","http://www.youtube.com/channel/UChXNB6xOPXztoAm7E2TqApQ",
703,"Tony Casella","Very well said! I also think that people are conditioned to feel limited by what others are willing to pay them, rather than feel unlimited by what they can achieve on their own if they\'re willing to put in the risks and the innovation.","Ugz589EiouYm-ejiJm94AaABAg.9TdprdhOtyJ9TsAPYouQ8U","Bryan Neff",0,"https://www.youtube.com/watch?v=O-tJNuHqHW8&t=38s&ab_channel=PragerU&lc=Ugz589EiouYm-ejiJm94AaABAg.9TdprdhOtyJ9TsAPYouQ8U","2021-10-24 02:17:29",0,"Very well said! I also think that people are conditioned to feel limited by what others are willing to pay them, rather than feel unlimited by what they can achieve on their own if they\'re willing to put in the risks and the innovation.","http://www.youtube.com/channel/UCPcJgI3KpShWPq0XNhmc8Nw",
704,"Bishop Akpan","It\'s one way to put it though. Socialism is attractive to those who want what others have but are not willing to pay the price to have it.","Ugz589EiouYm-ejiJm94AaABAg.9TdprdhOtyJ9Tj_PRgUCCj","Bryan Neff",1,"https://www.youtube.com/watch?v=O-tJNuHqHW8&t=38s&ab_channel=PragerU&lc=Ugz589EiouYm-ejiJm94AaABAg.9TdprdhOtyJ9Tj_PRgUCCj","2021-10-20 18:11:29",0,"It\'s one way to put it though. Socialism is attractive to those who want what others have but are not willing to pay the price to have it.","http://www.youtube.com/channel/UCblPcjJK64g5ulUY9A7zs2Q",
705,"ernesto mendez","Brilliantly put.","Ugz589EiouYm-ejiJm94AaABAg.9TdprdhOtyJ9Tg9EDZsVW3","Bryan Neff",0,"https://www.youtube.com/watch?v=O-tJNuHqHW8&t=38s&ab_channel=PragerU&lc=Ugz589EiouYm-ejiJm94AaABAg.9TdprdhOtyJ9Tg9EDZsVW3","2021-10-19 10:16:18",0,"Brilliantly put.","http://www.youtube.com/channel/UCtO2Mrdc11sdbqIsSXqvxUQ",
706,"umeng2002","You vill eat ze bugs and own nuzzing.","UgxuSxWWTFaaBTrXdJN4AaABAg","",0,"https://www.youtube.com/watch?v=O-tJNuHqHW8&t=38s&ab_channel=PragerU&lc=UgxuSxWWTFaaBTrXdJN4AaABAg","2021-10-18 12:35:37",0,"You vill eat ze bugs and own nuzzing.","http://www.youtube.com/channel/UCGVYjT7oNaKL0yNfA1Bt9mw",
707,"Patrick Desjardins","I will agree that the profit motive is a driving force behind economic growth, but i believe that compagnies should be hold accountable on the ways they make profit. Their are a hull bunch of methods they use that are highly unethical, like paiement slashs, negligence, faltee equipement, no premium or retirement benefits, paiement below the minimal wage gap, not giving enough hours to their employees when they have the means, child labor in foreign countries, etc, etc. Yes, i know what you\'re thinking, if you don\'t like your job because it dosen\'t treats its employees fairly, find another one, but if all compagnies acted the same way, what would be the point of that? All i\'m saying is, yes, compagnies can and should make profits, but that dosen\'t mean they can do it in anyway they want. I mean, if profit is all that matters, why not legalize slavery? Imagine how much money compagnies would make if they didn\'t have to pay their employees.","UgxqKUFQgSiRSEmqBd54AaABAg","",0,"https://www.youtube.com/watch?v=O-tJNuHqHW8&t=38s&ab_channel=PragerU&lc=UgxqKUFQgSiRSEmqBd54AaABAg","2021-10-18 12:34:15",0,"I will agree that the profit motive is a driving force behind economic growth, but i believe that compagnies should be hold accountable on the ways they make profit. Their are a hull bunch of methods they use that are highly unethical, like paiement slashs, negligence, faltee equipement, no premium or retirement benefits, paiement below the minimal wage gap, not giving enough hours to their employees when they have the means, child labor in foreign countries, etc, etc. Yes, i know what you\'re thinking, if you don\'t like your job because it dosen\'t treats its employees fairly, find another one, but if all compagnies acted the same way, what would be the point of that? All i\'m saying is, yes, compagnies can and should make profits, but that dosen\'t mean they can do it in anyway they want. I mean, if profit is all that matters, why not legalize slavery? Imagine how much money compagnies would make if they didn\'t have to pay their employees.","http://www.youtube.com/channel/UCBKK81wkX2Su2tnBWePpD8Q",
